clock,covid19,others,total
1659,0,3,3
1660,0,4,4
1661,0,4,4
1662,0,4,4
1663,0,4,4
1664,0,5,5
1665,0,4,4
1666,0,4,4
1667,0,4,4
1668,0,3,3
1669,0,3,3
1670,0,3,3
1671,0,3,3
1672,0,3,3
1673,0,1,1
1674,0,1,1
1675,0,1,1
1676,0,1,1
1677,0,1,1
1678,0,1,1
1679,0,2,2
1680,0,3,3
1681,0,1,1
1682,0,2,2
1683,0,2,2
1684,0,2,2
1685,0,1,1
1686,0,1,1
1687,0,1,1
1688,0,2,2
1689,0,1,1
1690,0,1,1
1691,0,2,2
1692,0,2,2
1693,0,2,2
1694,0,2,2
1695,0,0,0
1696,0,0,0
1697,0,1,1
1698,0,1,1
1699,0,0,0
1700,0,0,0
1701,0,0,0
1702,0,0,0
1703,0,0,0
1704,0,0,0
1705,0,0,0
1706,0,0,0
1707,0,0,0
1708,0,0,0
1709,0,0,0
1710,0,1,1
1711,0,2,2
1712,0,2,2
1713,1,2,3
1714,1,2,3
1715,0,3,3
1716,0,3,3
1717,0,4,4
1718,0,3,3
1719,0,3,3
1720,0,3,3
1721,0,4,4
1722,0,4,4
1723,0,5,5
1724,0,4,4
1725,0,5,5
1726,0,5,5
1727,0,5,5
1728,0,5,5
1729,0,5,5
1730,0,4,4
1731,0,4,4
1732,0,5,5
1733,0,5,5
1734,0,4,4
1735,0,5,5
1736,0,6,6
1737,0,6,6
1738,0,4,4
1739,0,4,4
1740,0,5,5
1741,0,3,3
1742,0,3,3
1743,0,3,3
1744,0,2,2
1745,0,2,2
1746,0,2,2
1747,0,2,2
1748,0,2,2
1749,0,2,2
1750,0,2,2
1751,0,2,2
1752,0,3,3
1753,0,2,2
1754,0,2,2
1755,0,1,1
1756,0,2,2
1757,0,2,2
1758,0,3,3
1759,0,4,4
1760,0,4,4
1761,0,5,5
1762,0,6,6
1763,0,6,6
1764,0,6,6
1765,0,7,7
1766,0,6,6
1767,0,7,7
1768,0,7,7
1769,0,6,6
1770,0,6,6
1771,0,6,6
1772,0,6,6
1773,0,7,7
1774,0,8,8
1775,1,8,9
1776,0,8,8
1777,0,9,9
1778,0,9,9
1779,0,8,8
1780,0,9,9
1781,0,9,9
1782,0,9,9
1783,0,9,9
1784,0,10,10
1785,0,10,10
1786,0,10,10
1787,0,10,10
1788,0,11,11
1789,0,10,10
1790,0,10,10
1791,0,10,10
1792,0,7,7
1793,1,7,8
1794,1,7,8
1795,1,7,8
1796,0,8,8
1797,0,8,8
1798,0,9,9
1799,0,9,9
1800,0,8,8
1801,0,9,9
1802,0,9,9
1803,0,8,8
1804,0,8,8
1805,0,8,8
1806,0,9,9
1807,0,9,9
1808,0,7,7
1809,0,8,8
1810,0,6,6
1811,0,7,7
1812,0,7,7
1813,0,8,8
1814,0,5,5
1815,0,5,5
1816,0,5,5
1817,0,5,5
1818,0,5,5
1819,0,5,5
1820,0,5,5
1821,0,6,6
1822,0,6,6
1823,0,7,7
1824,0,8,8
1825,0,8,8
1826,0,8,8
1827,0,8,8
1828,0,7,7
1829,0,8,8
1830,0,7,7
1831,0,7,7
1832,0,7,7
1833,0,1,1
1834,0,2,2
1835,0,2,2
1836,0,3,3
1837,0,2,2
1838,0,2,2
1839,0,2,2
1840,0,1,1
1841,0,2,2
1842,0,2,2
1843,0,2,2
1844,0,3,3
1845,0,1,1
1846,0,1,1
1847,0,0,0
1848,0,1,1
1849,0,1,1
1850,0,0,0
1851,0,1,1
1852,0,0,0
1853,0,0,0
1854,0,0,0
1855,0,1,1
1856,0,1,1
1857,0,2,2
1858,0,3,3
1859,0,3,3
1860,0,3,3
1861,0,4,4
1862,0,3,3
1863,0,4,4
1864,0,3,3
1865,0,3,3
1866,0,4,4
1867,0,4,4
1868,0,3,3
1869,0,3,3
1870,0,2,2
1871,0,2,2
1872,0,1,1
1873,0,2,2
1874,0,2,2
1875,0,2,2
1876,0,2,2
1877,0,2,2
1878,0,2,2
1879,0,1,1
1880,0,1,1
1881,0,1,1
1882,0,0,0
1883,0,1,1
1884,0,1,1
1885,0,1,1
1886,0,1,1
1887,0,2,2
1888,0,2,2
1889,0,2,2
1890,0,2,2
1891,0,2,2
1892,0,2,2
1893,0,3,3
1894,0,1,1
1895,0,1,1
1896,0,2,2
1897,1,2,3
1898,0,2,2
1899,0,2,2
1900,1,2,3
1901,0,2,2
1902,0,2,2
1903,0,2,2
1904,0,3,3
1905,0,4,4
1906,0,4,4
1907,0,3,3
1908,0,4,4
1909,0,5,5
1910,0,5,5
1911,0,5,5
1912,0,5,5
1913,0,4,4
1914,0,4,4
1915,0,5,5
1916,0,5,5
1917,0,5,5
1918,0,6,6
1919,0,6,6
1920,0,4,4
1921,0,5,5
1922,0,6,6
1923,0,7,7
1924,0,6,6
1925,0,7,7
1926,0,7,7
1927,0,7,7
1928,0,7,7
1929,0,6,6
1930,0,7,7
1931,0,7,7
1932,0,7,7
1933,0,7,7
1934,0,7,7
1935,0,8,8
1936,0,9,9
1937,0,9,9
1938,0,8,8
1939,0,8,8
1940,0,8,8
1941,0,8,8
1942,0,8,8
1943,0,8,8
1944,0,9,9
1945,0,7,7
1946,0,8,8
1947,0,9,9
1948,0,8,8
1949,0,8,8
1950,0,8,8
1951,0,7,7
1952,1,7,8
1953,1,7,8
1954,1,7,8
1955,0,7,7
1956,0,8,8
1957,0,8,8
1958,0,7,7
1959,0,7,7
1960,0,0,0
1961,0,1,1
1962,0,0,0
1963,0,1,1
1964,0,1,1
1965,0,1,1
1966,0,0,0
1967,0,1,1
1968,0,1,1
1969,0,0,0
1970,0,0,0
1971,0,0,0
1972,0,0,0
1973,0,0,0
1974,0,0,0
1975,0,0,0
1976,0,0,0
1977,0,0,0
1978,0,0,0
1979,0,0,0
1980,0,1,1
1981,0,2,2
1982,0,1,1
1983,0,1,1
1984,0,1,1
1985,0,1,1
1986,0,1,1
1987,0,2,2
1988,0,2,2
1989,0,2,2
1990,0,2,2
1991,0,3,3
1992,0,3,3
1993,0,3,3
1994,0,3,3
1995,0,1,1
1996,0,1,1
1997,0,1,1
1998,0,1,1
1999,0,1,1
2000,0,0,0
2001,0,0,0
2002,0,1,1
2003,0,1,1
2004,0,1,1
2005,0,0,0
2006,0,1,1
2007,0,1,1
2008,0,0,0
2009,0,0,0
2010,0,0,0
2011,0,0,0
2012,0,0,0
2013,0,0,0
2014,0,1,1
2015,0,0,0
2016,0,0,0
2017,0,0,0
2018,0,0,0
2019,0,0,0
2020,0,0,0
2021,0,0,0
2022,0,0,0
2023,0,1,1
2024,0,1,1
2025,0,0,0
2026,0,1,1
2027,0,0,0
2028,0,1,1
2029,0,1,1
2030,0,1,1
2031,0,0,0
2032,0,0,0
2033,0,0,0
2034,0,1,1
2035,0,0,0
2036,0,0,0
2037,0,0,0
2038,0,0,0
2039,0,0,0
2040,0,0,0
2041,0,0,0
2042,0,1,1
2043,0,0,0
2044,0,1,1
2045,0,1,1
2046,0,0,0
2047,0,1,1
2048,0,2,2
2049,0,2,2
2050,0,2,2
2051,1,2,3
2052,1,2,3
2053,0,3,3
2054,0,4,4
2055,0,4,4
2056,0,4,4
2057,0,4,4
2058,0,4,4
2059,0,4,4
2060,0,3,3
2061,0,4,4
2062,0,3,3
2063,0,3,3
2064,0,4,4
2065,0,4,4
2066,0,4,4
2067,0,2,2
2068,0,3,3
2069,0,2,2
2070,0,3,3
2071,0,4,4
2072,0,5,5
2073,0,4,4
2074,0,5,5
2075,0,4,4
2076,0,4,4
2077,0,5,5
2078,0,4,4
2079,0,4,4
2080,0,4,4
2081,0,5,5
2082,0,5,5
2083,0,3,3
2084,0,4,4
2085,0,3,3
2086,0,4,4
2087,0,4,4
2088,0,4,4
2089,0,5,5
2090,0,5,5
2091,0,6,6
2092,0,6,6
2093,0,5,5
2094,0,5,5
2095,0,6,6
2096,0,6,6
2097,0,5,5
2098,0,6,6
2099,1,6,7
2100,0,5,5
2101,0,6,6
2102,0,6,6
2103,0,6,6
2104,0,5,5
2105,0,5,5
2106,0,5,5
2107,0,5,5
2108,0,5,5
2109,0,4,4
2110,0,4,4
2111,0,4,4
2112,0,5,5
2113,0,4,4
2114,0,5,5
2115,0,6,6
2116,0,6,6
2117,0,7,7
2118,0,7,7
2119,0,8,8
2120,0,7,7
2121,0,7,7
2122,0,8,8
2123,0,8,8
2124,0,7,7
2125,1,7,8
2126,1,7,8
2127,0,7,7
2128,0,7,7
2129,1,7,8
2130,1,7,8
2131,1,8,9
2132,1,9,10
2133,0,10,10
2134,0,11,11
2135,0,11,11
2136,0,10,10
2137,0,10,10
2138,0,10,10
2139,0,10,10
2140,0,10,10
2141,0,9,9
2142,0,9,9
2143,0,9,9
2144,0,9,9
2145,0,10,10
2146,0,10,10
2147,0,9,9
2148,0,10,10
2149,0,11,11
2150,1,11,12
2151,0,12,12
2152,0,12,12
2153,0,12,12
2154,0,13,13
2155,0,13,13
2156,0,13,13
2157,0,10,10
2158,0,10,10
2159,0,9,9
2160,0,10,10
2161,0,10,10
2162,0,9,9
2163,0,9,9
2164,0,8,8
2165,0,8,8
2166,1,8,9
2167,0,8,8
2168,0,8,8
2169,0,7,7
2170,0,8,8
2171,0,8,8
2172,0,9,9
2173,0,9,9
2174,0,10,10
2175,0,9,9
2176,0,9,9
2177,0,9,9
2178,1,9,10
2179,1,10,11
2180,1,11,12
2181,1,12,13
2182,0,12,12
2183,0,12,12
2184,0,13,13
2185,0,13,13
2186,0,12,12
2187,0,13,13
2188,0,14,14
2189,0,14,14
2190,0,11,11
2191,0,11,11
2192,0,10,10
2193,0,11,11
2194,0,9,9
2195,0,10,10
2196,0,10,10
2197,0,11,11
2198,0,11,11
2199,0,11,11
2200,0,11,11
2201,0,11,11
2202,0,11,11
2203,0,11,11
2204,0,12,12
2205,0,11,11
2206,0,11,11
2207,0,12,12
2208,0,11,11
2209,0,11,11
2210,0,11,11
2211,0,11,11
2212,0,11,11
2213,0,10,10
2214,0,10,10
2215,0,10,10
2216,0,10,10
2217,0,10,10
2218,0,9,9
2219,0,9,9
2220,0,9,9
2221,0,10,10
2222,0,11,11
2223,0,10,10
2224,0,11,11
2225,0,12,12
2226,0,11,11
2227,0,11,11
2228,0,12,12
2229,0,12,12
2230,0,12,12
2231,0,12,12
2232,0,10,10
2233,0,11,11
2234,0,11,11
2235,1,11,12
2236,0,12,12
2237,0,12,12
2238,0,12,12
2239,0,13,13
2240,0,8,8
2241,0,9,9
2242,0,9,9
2243,0,9,9
2244,0,10,10
2245,0,10,10
2246,0,11,11
2247,0,9,9
2248,0,9,9
2249,0,9,9
2250,0,9,9
2251,0,9,9
2252,0,9,9
2253,0,9,9
2254,0,9,9
2255,0,9,9
2256,0,8,8
2257,0,8,8
2258,0,6,6
2259,0,7,7
2260,0,7,7
2261,0,7,7
2262,0,7,7
2263,0,7,7
2264,0,7,7
2265,0,7,7
2266,0,7,7
2267,0,7,7
2268,0,7,7
2269,0,7,7
2270,0,7,7
2271,0,7,7
2272,0,7,7
2273,0,7,7
2274,0,7,7
2275,0,8,8
2276,0,5,5
2277,0,6,6
2278,0,5,5
2279,0,5,5
2280,0,6,6
2281,0,5,5
2282,0,6,6
2283,0,6,6
2284,0,6,6
2285,0,7,7
2286,0,6,6
2287,0,7,7
2288,0,8,8
2289,0,7,7
2290,0,8,8
2291,0,7,7
2292,0,8,8
2293,0,7,7
2294,0,7,7
2295,0,7,7
2296,0,6,6
2297,0,6,6
2298,0,7,7
2299,0,5,5
2300,0,5,5
2301,0,6,6
2302,0,6,6
2303,0,5,5
2304,0,6,6
2305,0,6,6
2306,0,5,5
2307,0,6,6
2308,0,6,6
2309,0,6,6
2310,0,6,6
2311,0,7,7
2312,0,8,8
2313,0,9,9
2314,0,9,9
2315,0,9,9
2316,0,8,8
2317,0,8,8
2318,0,8,8
2319,0,8,8
2320,0,9,9
2321,0,8,8
2322,0,9,9
2323,0,9,9
2324,0,10,10
2325,0,10,10
2326,0,10,10
2327,0,6,6
2328,0,7,7
2329,0,6,6
2330,0,6,6
2331,0,6,6
2332,0,4,4
2333,0,5,5
2334,0,6,6
2335,0,6,6
2336,0,5,5
2337,0,5,5
2338,0,6,6
2339,0,5,5
2340,0,5,5
2341,0,5,5
2342,0,6,6
2343,0,7,7
2344,0,6,6
2345,0,6,6
2346,0,7,7
2347,0,7,7
2348,0,7,7
2349,0,5,5
2350,0,6,6
2351,0,6,6
2352,0,5,5
2353,0,6,6
2354,0,6,6
2355,0,5,5
2356,0,6,6
2357,0,6,6
2358,0,5,5
2359,0,5,5
2360,0,4,4
2361,0,4,4
2362,0,4,4
2363,0,3,3
2364,0,3,3
2365,0,3,3
2366,0,4,4
2367,0,5,5
2368,0,4,4
2369,0,4,4
2370,0,5,5
2371,0,3,3
2372,0,3,3
2373,0,2,2
2374,0,3,3
2375,0,3,3
2376,0,2,2
2377,0,3,3
2378,0,3,3
2379,0,4,4
2380,0,4,4
2381,0,4,4
2382,0,3,3
2383,0,3,3
2384,0,2,2
2385,0,2,2
2386,0,3,3
2387,0,2,2
2388,0,2,2
2389,0,2,2
2390,0,2,2
2391,0,2,2
2392,0,2,2
2393,0,3,3
2394,0,3,3
2395,0,4,4
2396,0,5,5
2397,0,4,4
2398,0,4,4
2399,0,3,3
2400,0,4,4
2401,0,4,4
2402,0,4,4
2403,1,4,5
2404,0,4,4
2405,0,4,4
2406,0,3,3
2407,0,4,4
2408,0,2,2
2409,0,2,2
2410,0,3,3
2411,0,1,1
2412,0,1,1
2413,0,0,0
2414,0,1,1
2415,0,2,2
2416,0,1,1
2417,0,1,1
2418,0,0,0
2419,1,0,1
2420,0,0,0
2421,0,0,0
2422,0,0,0
2423,0,0,0
2424,0,1,1
2425,0,2,2
2426,0,2,2
2427,0,3,3
2428,0,3,3
2429,0,2,2
2430,0,2,2
2431,0,2,2
2432,0,3,3
2433,0,3,3
2434,0,2,2
2435,0,2,2
2436,0,2,2
2437,0,2,2
2438,0,2,2
2439,0,1,1
2440,0,1,1
2441,0,0,0
2442,0,0,0
2443,0,0,0
2444,0,1,1
2445,0,1,1
2446,0,0,0
2447,0,0,0
2448,0,0,0
2449,0,0,0
2450,0,0,0
2451,0,0,0
2452,0,0,0
2453,1,0,1
2454,0,0,0
2455,0,0,0
2456,0,0,0
2457,0,0,0
2458,0,0,0
2459,0,0,0
2460,0,1,1
2461,0,2,2
2462,0,2,2
2463,0,2,2
2464,0,2,2
2465,0,2,2
2466,0,2,2
2467,0,2,2
2468,0,2,2
2469,0,2,2
2470,0,3,3
2471,0,2,2
2472,0,3,3
2473,0,3,3
2474,0,2,2
2475,0,3,3
2476,0,3,3
2477,0,2,2
2478,0,3,3
2479,0,3,3
2480,0,3,3
2481,0,4,4
2482,0,3,3
2483,0,3,3
2484,0,3,3
2485,0,3,3
2486,0,3,3
2487,0,4,4
2488,0,4,4
2489,0,5,5
2490,0,4,4
2491,0,4,4
2492,0,3,3
2493,0,4,4
2494,0,3,3
2495,0,3,3
2496,0,3,3
2497,0,4,4
2498,0,2,2
2499,0,3,3
2500,0,3,3
2501,0,2,2
2502,0,2,2
2503,0,2,2
2504,0,2,2
2505,0,2,2
2506,0,2,2
2507,0,1,1
2508,0,2,2
2509,0,2,2
2510,0,2,2
2511,0,3,3
2512,0,2,2
2513,1,2,3
2514,1,3,4
2515,1,4,5
2516,1,4,5
2517,1,4,5
2518,0,4,4
2519,0,4,4
2520,0,5,5
2521,0,5,5
2522,0,6,6
2523,0,5,5
2524,0,6,6
2525,0,7,7
2526,0,7,7
2527,0,7,7
2528,0,8,8
2529,0,8,8
2530,0,7,7
2531,0,8,8
2532,0,7,7
2533,0,7,7
2534,0,7,7
2535,0,7,7
2536,0,7,7
2537,0,8,8
2538,0,8,8
2539,0,7,7
2540,0,8,8
2541,0,8,8
2542,0,7,7
2543,0,8,8
2544,0,8,8
2545,0,6,6
2546,0,7,7
2547,0,7,7
2548,0,7,7
2549,0,8,8
2550,0,7,7
2551,0,8,8
2552,0,8,8
2553,0,8,8
2554,0,8,8
2555,0,7,7
2556,0,7,7
2557,0,7,7
2558,0,8,8
2559,0,4,4
2560,0,5,5
2561,0,4,4
2562,0,4,4
2563,0,3,3
2564,0,3,3
2565,0,3,3
2566,0,2,2
2567,0,2,2
2568,0,3,3
2569,0,2,2
2570,0,2,2
2571,0,3,3
2572,0,3,3
2573,0,2,2
2574,0,2,2
2575,0,3,3
2576,0,1,1
2577,0,1,1
2578,0,2,2
2579,0,2,2
2580,0,2,2
2581,0,2,2
2582,0,3,3
2583,0,2,2
2584,0,2,2
2585,0,3,3
2586,0,4,4
2587,0,3,3
2588,0,3,3
2589,0,1,1
2590,0,2,2
2591,0,1,1
2592,0,1,1
2593,0,2,2
2594,0,1,1
2595,0,1,1
2596,0,2,2
2597,0,2,2
2598,0,1,1
2599,0,1,1
2600,0,1,1
2601,0,2,2
2602,0,1,1
2603,0,2,2
2604,0,3,3
2605,0,4,4
2606,0,5,5
2607,0,4,4
2608,0,4,4
2609,0,5,5
2610,0,6,6
2611,0,5,5
2612,0,5,5
2613,0,4,4
2614,0,4,4
2615,0,5,5
2616,0,5,5
2617,0,4,4
2618,0,4,4
2619,0,3,3
2620,0,3,3
2621,0,3,3
2622,0,3,3
2623,0,2,2
2624,0,3,3
2625,0,3,3
2626,0,3,3
2627,0,4,4
2628,0,5,5
2629,0,4,4
2630,0,4,4
2631,0,4,4
2632,0,4,4
2633,0,4,4
2634,0,4,4
2635,0,4,4
2636,0,4,4
2637,0,4,4
2638,0,5,5
2639,0,3,3
2640,0,3,3
2641,0,4,4
2642,0,2,2
2643,0,2,2
2644,0,2,2
2645,0,2,2
2646,0,3,3
2647,0,3,3
2648,0,2,2
2649,0,3,3
2650,0,2,2
2651,0,2,2
2652,1,2,3
2653,1,2,3
2654,1,2,3
2655,0,2,2
2656,0,3,3
2657,0,4,4
2658,0,4,4
2659,0,5,5
2660,0,4,4
2661,0,5,5
2662,0,5,5
2663,0,6,6
2664,0,5,5
2665,0,5,5
2666,0,5,5
2667,0,5,5
2668,0,5,5
2669,0,4,4
2670,0,5,5
2671,0,5,5
2672,0,5,5
2673,0,4,4
2674,0,5,5
2675,0,5,5
2676,0,5,5
2677,1,5,6
2678,1,5,6
2679,1,5,6
2680,0,6,6
2681,0,7,7
2682,0,7,7
2683,0,7,7
2684,0,6,6
2685,0,6,6
2686,0,7,7
2687,0,6,6
2688,0,6,6
2689,1,6,7
2690,1,7,8
2691,0,8,8
2692,0,8,8
2693,0,9,9
2694,0,10,10
2695,0,10,10
2696,0,10,10
2697,1,10,11
2698,1,10,11
2699,0,11,11
2700,0,11,11
2701,1,11,12
2702,0,12,12
2703,0,12,12
2704,0,10,10
2705,0,11,11
2706,0,11,11
2707,0,11,11
2708,0,11,11
2709,0,11,11
2710,0,9,9
2711,0,9,9
2712,0,9,9
2713,0,9,9
2714,0,8,8
2715,0,9,9
2716,0,10,10
2717,0,8,8
2718,0,8,8
2719,0,9,9
2720,0,8,8
2721,0,8,8
2722,0,6,6
2723,0,7,7
2724,0,8,8
2725,0,8,8
2726,0,8,8
2727,0,8,8
2728,0,7,7
2729,0,7,7
2730,0,8,8
2731,0,7,7
2732,0,8,8
2733,0,8,8
2734,0,8,8
2735,0,8,8
2736,0,9,9
2737,0,10,10
2738,0,9,9
2739,0,9,9
2740,0,5,5
2741,0,6,6
2742,0,3,3
2743,0,3,3
2744,0,3,3
2745,0,1,1
2746,0,2,2
2747,0,1,1
2748,0,2,2
2749,0,2,2
2750,0,0,0
2751,0,1,1
2752,1,1,2
2753,1,2,3
2754,0,3,3
2755,0,4,4
2756,0,3,3
2757,0,3,3
2758,0,4,4
2759,0,3,3
2760,0,3,3
2761,0,3,3
2762,0,4,4
2763,0,4,4
2764,0,5,5
2765,0,5,5
2766,0,4,4
2767,0,5,5
2768,0,5,5
2769,0,5,5
2770,0,5,5
2771,0,5,5
2772,0,6,6
2773,0,6,6
2774,0,4,4
2775,0,5,5
2776,0,5,5
2777,0,4,4
2778,0,4,4
2779,0,5,5
2780,0,5,5
2781,0,6,6
2782,0,2,2
2783,0,3,3
2784,0,4,4
2785,0,4,4
2786,0,4,4
2787,0,5,5
2788,0,5,5
2789,0,6,6
2790,0,6,6
2791,0,5,5
2792,0,6,6
2793,0,6,6
2794,0,5,5
2795,0,5,5
2796,0,5,5
2797,0,4,4
2798,0,5,5
2799,0,6,6
2800,0,6,6
2801,0,7,7
2802,0,6,6
2803,0,6,6
2804,0,6,6
2805,0,7,7
2806,0,6,6
2807,0,6,6
2808,0,7,7
2809,0,7,7
2810,0,8,8
2811,0,9,9
2812,0,8,8
2813,0,8,8
2814,0,8,8
2815,0,8,8
2816,0,8,8
2817,0,8,8
2818,1,8,9
2819,0,8,8
2820,0,8,8
2821,0,8,8
2822,0,7,7
2823,0,7,7
2824,0,7,7
2825,0,8,8
2826,0,7,7
2827,0,7,7
2828,0,6,6
2829,0,6,6
2830,0,6,6
2831,0,6,6
2832,0,6,6
2833,0,6,6
2834,0,6,6
2835,0,6,6
2836,0,4,4
2837,0,4,4
2838,0,4,4
2839,0,4,4
2840,0,3,3
2841,0,4,4
2842,0,4,4
2843,0,5,5
2844,0,4,4
2845,0,4,4
2846,0,4,4
2847,0,5,5
2848,0,5,5
2849,0,4,4
2850,0,4,4
2851,0,4,4
2852,0,4,4
2853,0,4,4
2854,0,3,3
2855,0,4,4
2856,0,5,5
2857,0,5,5
2858,0,5,5
2859,0,5,5
2860,0,6,6
2861,0,6,6
2862,0,6,6
2863,0,6,6
2864,0,6,6
2865,0,7,7
2866,0,6,6
2867,0,6,6
2868,0,6,6
2869,0,5,5
2870,0,6,6
2871,0,6,6
2872,0,5,5
2873,0,6,6
2874,0,6,6
2875,0,6,6
2876,1,6,7
2877,0,6,6
2878,0,6,6
2879,0,6,6
2880,0,7,7
2881,0,5,5
2882,0,5,5
2883,0,5,5
2884,0,5,5
2885,0,6,6
2886,0,5,5
2887,0,5,5
2888,0,4,4
2889,0,5,5
2890,0,5,5
2891,0,3,3
2892,0,3,3
2893,0,3,3
2894,0,2,2
2895,0,2,2
2896,0,2,2
2897,0,2,2
2898,0,3,3
2899,0,3,3
2900,0,2,2
2901,0,2,2
2902,0,3,3
2903,0,4,4
2904,0,3,3
2905,0,4,4
2906,0,4,4
2907,0,4,4
2908,0,5,5
2909,0,5,5
2910,0,5,5
2911,0,5,5
2912,0,5,5
2913,0,6,6
2914,0,6,6
2915,0,7,7
2916,0,6,6
2917,0,6,6
2918,0,6,6
2919,0,6,6
2920,0,5,5
2921,0,5,5
2922,0,3,3
2923,0,3,3
2924,0,3,3
2925,0,3,3
2926,0,4,4
2927,0,4,4
2928,0,5,5
2929,0,4,4
2930,0,5,5
2931,0,5,5
2932,0,5,5
2933,0,6,6
2934,0,6,6
2935,0,7,7
2936,0,5,5
2937,0,5,5
2938,0,5,5
2939,0,5,5
2940,0,4,4
2941,0,5,5
2942,0,5,5
2943,0,5,5
2944,0,5,5
2945,0,6,6
2946,0,7,7
2947,0,6,6
2948,0,7,7
2949,0,7,7
2950,0,7,7
2951,0,8,8
2952,0,9,9
2953,0,8,8
2954,0,9,9
2955,0,10,10
2956,0,8,8
2957,0,8,8
2958,0,7,7
2959,0,7,7
2960,0,7,7
2961,0,6,6
2962,0,7,7
2963,0,7,7
2964,0,6,6
2965,0,7,7
2966,0,7,7
2967,0,7,7
2968,0,7,7
2969,0,7,7
2970,0,8,8
2971,0,6,6
2972,0,6,6
2973,0,5,5
2974,0,5,5
2975,0,5,5
2976,0,6,6
2977,0,7,7
2978,0,6,6
2979,0,7,7
2980,0,6,6
2981,0,7,7
2982,0,8,8
2983,0,8,8
2984,0,8,8
2985,0,8,8
2986,0,8,8
2987,0,8,8
2988,0,8,8
2989,0,7,7
2990,0,8,8
2991,0,9,9
2992,0,9,9
2993,0,9,9
2994,0,9,9
2995,0,10,10
2996,0,9,9
2997,0,9,9
2998,0,9,9
2999,0,7,7
3000,0,7,7
3001,0,8,8
3002,0,5,5
3003,0,6,6
3004,0,4,4
3005,0,4,4
3006,1,4,5
3007,1,4,5
3008,0,5,5
3009,0,5,5
3010,0,3,3
3011,0,4,4
3012,0,4,4
3013,0,2,2
3014,0,2,2
3015,0,2,2
3016,0,3,3
3017,0,2,2
3018,0,3,3
3019,0,2,2
3020,0,3,3
3021,1,3,4
3022,1,4,5
3023,0,4,4
3024,0,5,5
3025,0,3,3
3026,0,3,3
3027,0,4,4
3028,0,5,5
3029,0,4,4
3030,0,4,4
3031,0,4,4
3032,0,3,3
3033,0,4,4
3034,0,3,3
3035,0,4,4
3036,0,4,4
3037,0,5,5
3038,0,3,3
3039,0,4,4
3040,0,4,4
3041,0,4,4
3042,0,5,5
3043,0,5,5
3044,0,5,5
3045,0,5,5
3046,0,5,5
3047,0,5,5
3048,0,5,5
3049,0,5,5
3050,0,5,5
3051,0,6,6
3052,0,4,4
3053,0,4,4
3054,0,4,4
3055,0,5,5
3056,0,4,4
3057,0,4,4
3058,0,4,4
3059,0,4,4
3060,0,5,5
3061,0,6,6
3062,0,5,5
3063,0,5,5
3064,0,6,6
3065,0,5,5
3066,0,5,5
3067,0,6,6
3068,0,6,6
3069,0,7,7
3070,0,6,6
3071,0,6,6
3072,0,7,7
3073,0,7,7
3074,0,7,7
3075,0,7,7
3076,0,7,7
3077,0,5,5
3078,0,6,6
3079,0,6,6
3080,0,6,6
3081,0,4,4
3082,0,5,5
3083,0,5,5
3084,0,5,5
3085,0,5,5
3086,0,4,4
3087,0,4,4
3088,0,5,5
3089,0,5,5
3090,0,5,5
3091,0,3,3
3092,0,4,4
3093,0,3,3
3094,0,4,4
3095,0,3,3
3096,0,4,4
3097,0,2,2
3098,0,3,3
3099,0,2,2
3100,0,2,2
3101,0,2,2
3102,0,1,1
3103,0,2,2
3104,0,2,2
3105,1,2,3
3106,0,2,2
3107,0,2,2
3108,0,1,1
3109,0,2,2
3110,0,2,2
3111,0,2,2
3112,0,3,3
3113,0,4,4
3114,0,3,3
3115,0,3,3
3116,0,3,3
3117,0,3,3
3118,0,4,4
3119,0,3,3
3120,0,3,3
3121,0,2,2
3122,0,2,2
3123,0,3,3
3124,0,3,3
3125,0,3,3
3126,0,2,2
3127,0,3,3
3128,0,4,4
3129,0,4,4
3130,0,4,4
3131,0,4,4
3132,0,5,5
3133,0,4,4
3134,0,5,5
3135,0,5,5
3136,0,5,5
3137,0,4,4
3138,0,4,4
3139,0,5,5
3140,0,5,5
3141,0,3,3
3142,0,4,4
3143,0,3,3
3144,0,4,4
3145,0,5,5
3146,0,4,4
3147,0,5,5
3148,0,5,5
3149,0,5,5
3150,0,3,3
3151,0,3,3
3152,0,4,4
3153,0,4,4
3154,0,3,3
3155,0,4,4
3156,0,5,5
3157,0,3,3
3158,0,3,3
3159,0,4,4
3160,0,4,4
3161,0,3,3
3162,0,3,3
3163,0,3,3
3164,0,3,3
3165,0,3,3
3166,0,3,3
3167,0,3,3
3168,0,3,3
3169,0,1,1
3170,0,1,1
3171,0,0,0
3172,0,1,1
3173,0,0,0
3174,0,0,0
3175,0,0,0
3176,0,0,0
3177,0,0,0
3178,0,0,0
3179,0,0,0
3180,0,0,0
3181,0,1,1
3182,0,0,0
3183,0,0,0
3184,0,0,0
3185,0,0,0
3186,0,1,1
3187,0,1,1
3188,0,2,2
3189,0,3,3
3190,0,2,2
3191,0,3,3
3192,0,4,4
3193,0,5,5
3194,0,4,4
3195,0,4,4
3196,0,4,4
3197,1,4,5
3198,1,4,5
3199,1,4,5
3200,0,5,5
3201,0,6,6
3202,0,7,7
3203,0,5,5
3204,0,5,5
3205,0,5,5
3206,0,5,5
3207,0,5,5
3208,0,4,4
3209,0,5,5
3210,0,6,6
3211,0,5,5
3212,0,5,5
